lizard,rep,uniID,status,relocation,year,ground,mesohabitat,Aspect.x,Slope.x,Elev.x,KDF.x,Shrub_Cov.x,NDVI.x,Solar.x,FID,x_utm,y_utm,long,lat,gender,mass,SVL_mm,tail,tail_mm,ID_heather,geometry,
800,3255,42747,0,NA,2017,above,shrub,284.0360107,5.8851299,752,0,0.0867829,0.212821,379138,2172,261941.5015,3889221.45,-119.612264,35.117729,m,42,99,"tail whole, scar behind left eye",NA,NA,c(808754.403669732, 3891353.39356194)
64,3667,44075,0,NA,2018,above,shrub,232.125,8.1112804,756,0,0.0188515,0.249002,381528,374,261941.5015,3889301.45,-119.612287,35.11845,m,32.48,104,intact,190,8,c(808749.582181419, 3891433.32748404)
b,36671,44075,0,NA,2016,below,open,232.125,8.1112804,756,0,0.0188515,0.249002,381528,374,261941.5015,3889301.45,-119.612287,35.11845,f,27,102,NA,NA,NA,c(808749.582181419, 3891433.32748404)
z,4021,45071,0,NA,2016,above,shrub,267.2739868,7.4857101,759,0,0.0536629,0.245927,379499,3751,261941.5015,3889361.45,-119.612304,35.11899,f,24,102,NA,NA,NA,c(808745.991684928, 3891493.19548207)
t,4510,46399,0,NA,2016,above,shrub,270,7.12502,761,0,2.64E-05,0.22766,379567,5447,261941.5015,3889441.45,-119.612327,35.119711,m,36,104,NA,NA,NA,c(808741.170175764, 3891573.12941362)
56,4623,46731,0,NA,2018,above,shrub,264.2890015,7.1601801,760,0,0,0.226198,379787,3843,261941.5015,3889461.45,-119.612333,35.119891,m,33.73,100,intact,210,9,c(808739.942948188, 3891593.08438003)
12B,5060,48059,0,NA,2018,below,shrub,236.8890076,9.7381802,764,0,0.0440717,0.221812,380516,7186,261941.5015,3889541.45,-119.612356,35.120611,m,28.76,94,intact,183,16,c(808735.125203357, 3891672.9073539)
381,5396,49055,0,NA,2017,below,shrub,264.8059998,7.86096,766,0,0.0551493,0.219835,379443,1143,261941.5015,3889601.45,-119.612373,35.121152,f,32.5,96,tail whole,NA,NA,c(808731.530900918, 3891732.88632849)
540,16841,37434,0,NA,2017,below,open,258.6900024,1.82533,743,0,0.0002942,0.258447,381558,2520,261921.5015,3888901.45,-119.612391,35.114842,NA,NA,NA,NA,NA,NA,c(808753.732801778, 3891032.64510623)
800,168411,37434,0,NA,2017,below,open,258.6900024,1.82533,743,0,0.0002942,0.258447,381558,2520,261921.5015,3888901.45,-119.612391,35.114842,m,42,99,"tail whole, scar behind left eye",NA,NA,c(808753.732801778, 3891032.64510623)
44,1784,37766,0,NA,2018,above,shrub,278.1300049,2.5304899,743,0,0,0.259049,380960,4587,261921.5015,3888921.45,-119.612397,35.115022,m,32.7,98,kinked,176,6,c(808752.505636949, 3891052.60006322)
980,19801,38430,0,NA,2017,below,open,225,4.0446901,744,0,0,0.252158,382352,7395,261921.5015,3888961.45,-119.612409,35.115382,m,37,100,"tail tipped, mites",NA,NA,c(808750.051305393, 3891092.50997822)
26,2252,39426,0,NA,2018,above,shrub,180,4.2891502,748,0,0.0041746,0.242799,383048,9508,261921.5015,3889021.45,-119.612426,35.115923,m,37.34,105,intact,210,26,c(808746.457201992, 3891152.48892222)
16,25431,40422,0,NA,2018,below,open,180,2.1475899,750,0,0.0194152,0.244588,382661,1089,261921.5015,3889081.45,-119.612443,35.116463,f,27.52,103,intact,202,22,c(808742.866870021, 3891212.35690488)
ac,2645,40754,0,NA,2016,above,shrub,225,1.51893,751,1.10E-06,0.0129354,0.241418,382284,5007,261921.5015,3889101.45,-119.612449,35.116643,f,25,96,NA,NA,NA,c(808741.639699086, 3891232.31186491)
130,3779,44406,0,NA,2018,above,shrub,247.6199951,6.5548201,756,0,0,0.257979,381313,7182,261921.5015,3889321.45,-119.612512,35.118625,m,24.83,101,intact,210,30,c(808728.40674206, 3891452.04769)
12B,4020,45070,0,NA,2018,above,shrub,272.1210022,9.5848703,756,0,0.0577017,0.251102,377207,6566,261921.5015,3889361.45,-119.612524,35.118985,m,28.76,94,intact,183,16,c(808725.952383129, 3891491.95761846)
13,4837,47394,0,NA,2018,above,shrub,217.875,4.0760598,760,0,0,0.226272,382791,1692,261921.5015,3889501.45,-119.612564,35.120246,m,36.69,113,intact,205,24,c(808717.540672742, 3891631.75955234)
1337,948,34777,0,NA,2018,above,shrub,315,1.51893,737,0.0001807,0.0094968,0.230664,380476,1866,261901.5015,3888741.45,-119.612565,35.113396,m,41.79,107,intact,202,29,c(808743.330835453, 3890871.65048173)
200,4949,47726,0,NA,2018,above,shrub,206.5650024,3.1996,761,0,0.0097438,0.223298,382743,8885,261921.5015,3889521.45,-119.61257,35.120427,m,32.86,103,intact,213,10,c(808716.309708859, 3891651.82548385)
47,1037,35109,0,NA,2018,above,shrub,341.5650024,1.13226,737,0.000241,0.0102508,0.236877,380471,1020,261901.5015,3888761.45,-119.61257,35.113576,NA,NA,NA,NA,NA,NA,c(808742.194900182, 3890891.60854008)
80,1126,35441,0,NA,2018,above,shrub,315,0.506415,736,0.0002554,0.0045644,0.241268,380730,8192,261901.5015,3888781.45,-119.612576,35.113756,f,31.75,106,intact,186,4,c(808740.967784409, 3890911.56349439)
ab,1215,35773,0,NA,2016,above,shrub,210.9640045,2.0871301,736,0.0001995,0.0006859,0.244606,381830,8869,261901.5015,3888801.45,-119.612582,35.113936,f,29,100,NA,NA,NA,c(808739.740668004, 3890931.51844903)
39,5285,48722,0,NA,2018,below,shrub,257.0050049,4.7666001,764,0,0.001721,0.219983,381553,2075,261921.5015,3889581.45,-119.612587,35.120967,f,32.24,102,dropped,196,28,c(808712.719320673, 3891711.69349178)
800,1493,36769,0,NA,2017,above,shrub,201.0379944,4.9751902,741,0,0.001053,0.25252,382824,2836,261901.5015,3888861.45,-119.612599,35.114477,m,42,99,"tail whole, scar behind left eye",NA,NA,c(808736.146715612, 3890991.4973837)
w,17831,37765,0,NA,2016,below,open,296.5650024,1.60105,742,0,0,0.263234,380701,1658,261901.5015,3888921.45,-119.612616,35.115017,m,48,109,NA,NA,NA,c(808732.556534326, 3891051.36535707)
941,2076,38761,0,NA,2017,above,shrub,195.2550049,4.0760598,744,0,0,0.246611,382816,6272,261901.5015,3888981.45,-119.612634,35.115558,m,44,106,tail tipped,NA,NA,c(808728.87139059, 3891111.34119343)
a,2159,39093,0,NA,2016,above,shrub,188.1300049,5.0511498,746,0,0.0183985,0.244249,383065,1113,261901.5015,3889001.45,-119.612639,35.115738,m,24.5,95,NA,NA,NA,c(808727.735444681, 3891131.29925583)
64,22511,39425,0,NA,2018,below,open,192.9949951,4.7666001,748,0,0.0101664,0.244741,383135,6260,261901.5015,3889021.45,-119.612645,35.115918,m,32.48,104,intact,190,8,c(808726.508320693, 3891151.25421418)
u,2439,40089,0,NA,2016,above,shrub,243.4349976,1.60105,750,0,0,0.24667,382082,9562,261901.5015,3889061.45,-119.612657,35.116278,m,26,82,NA,NA,NA,c(808724.054070818, 3891191.16413187)
130,2542,40421,0,NA,2018,above,shrub,239.0359955,2.0871301,750,1.00E-07,0.0181786,0.242768,382198,3484,261901.5015,3889081.45,-119.612662,35.116458,m,24.83,101,intact,210,30,c(808722.918121372, 3891211.12219563)
ab,2938,41749,0,NA,2016,above,shrub,261.8699951,2.5304899,751,0.0001335,0.0697951,0.19166,381713,4161,261901.5015,3889161.45,-119.612685,35.117179,f,29,100,NA,NA,NA,c(808718.09700814, 3891291.05610518)
64,3562,43741,0,NA,2018,above,shrub,225,4.0446901,752,0,0.0213758,0.247077,382618,1052,261901.5015,3889281.45,-119.61272,35.11826,m,32.48,104,intact,190,8,c(808710.821618061, 3891410.89994524)
n,35621,43741,0,NA,2016,below,open,225,4.0446901,752,0,0.0213758,0.247077,382618,1052,261901.5015,3889281.45,-119.61272,35.11826,f,29,97,NA,NA,NA,c(808710.821618061, 3891410.89994524)
m,3896,44737,0,NA,2016,above,shrub,286.3900146,6.3197699,753,0,0.0150597,0.258022,378664,3946,261901.5015,3889341.45,-119.612737,35.1188,m,NA,103,NA,NA,NA,c(808707.231389587, 3891470.76793983)
901,4019,45069,0,NA,2017,above,shrub,278.9729919,6.8552599,752,0,0.0458844,0.254402,378655,4864,261901.5015,3889361.45,-119.612743,35.118981,f,23.5,88,tail whole,NA,NA,c(808706.000475725, 3891490.83386828)
k,4266,45733,0,NA,2016,above,shrub,246.8009949,8.1266499,753,0,0.0013539,0.238421,380311,3829,261901.5015,3889401.45,-119.612754,35.119341,m,29,104,NA,NA,NA,c(808703.637375893, 3891530.74690185)
56,4388,46065,0,NA,2018,above,shrub,245.5559998,8.5889301,755,0,0.0008676,0.231679,380300,3269,261901.5015,3889421.45,-119.61276,35.119521,m,33.73,100,intact,210,9,c(808702.410238224, 3891550.70186692)
20,4621,46729,0,NA,2018,above,shrub,235.3049927,5.6437101,757,0,0.0004364,0.22526,382190,9449,261901.5015,3889461.45,-119.612772,35.119881,f,33.69,108,intact,192,11,c(808699.955960987, 3891590.61179807)
7,1036,35108,0,NA,2018,above,shrub,288.4349976,1.13226,736,0.0005537,0.0145117,0.230443,380851,747,261881.5015,3888761.45,-119.61279,35.113571,NA,NA,NA,NA,NA,NA,c(808722.154263013, 3890890.37077705)
r,1125,35440,0,NA,2016,above,shrub,315,0.506415,736,0.0006142,0.0044567,0.238202,380848,8130,261881.5015,3888781.45,-119.612795,35.113751,f,25,89,NA,NA,NA,c(808721.01837112, 3890910.3288352)
k,13071,36104,0,NA,2016,below,shrub,186.3399963,3.23927,737,0.0003857,0.0004482,0.2529,382407,8286,261881.5015,3888821.45,-119.612807,35.114112,m,29,104,NA,NA,NA,c(808718.560448336, 3890950.34970848)
i,5394,49053,0,NA,2016,below,shrub,255.9640045,2.95035,763,0,0.0604315,0.208995,381868,136,261901.5015,3889601.45,-119.612812,35.121143,f,23.5,93,NA,NA,NA,c(808691.540756291, 3891730.52470541)
19,13951,36436,0,NA,2018,below,shrub,192.9949951,4.7666001,738,0.0001662,0.0007358,0.256855,382621,1464,261881.5015,3888841.45,-119.612813,35.114292,m,36.65,105,tipped,207,13,c(808717.33337487, 3890970.30466346)
13,14921,36768,0,NA,2018,below,shrub,198.4349976,4.5202298,740,1.91E-05,0.0003124,0.258293,382765,5158,261881.5015,3888861.45,-119.612818,35.114472,m,36.69,113,intact,205,24,c(808716.197479426, 3890990.26272296)
901,18811,38096,0,NA,2017,below,open,198.4349976,1.13226,742,0,0,0.256956,381869,3480,261881.5015,3888941.45,-119.612841,35.115193,f,23.5,88,tail whole,NA,NA,c(808711.376575919, 3891070.19661612)
j,18812,38096,0,NA,2016,below,open,198.4349976,1.13226,742,0,0,0.256956,381869,3480,261881.5015,3888941.45,-119.612841,35.115193,f,23,92,NA,NA,NA,c(808711.376575919, 3891070.19661612)
r,2250,39424,0,NA,2016,above,shrub,225,4.5482702,747,0,0.0098363,0.241719,382509,1608,261881.5015,3889021.45,-119.612864,35.115913,f,25,89,NA,NA,NA,c(808706.559438475, 3891150.01955033)
j,23411,39756,0,NA,2016,below,open,248.9620056,4.9751902,748,0,0.0039937,0.240208,381544,5662,261881.5015,3889041.45,-119.61287,35.116093,f,23,92,NA,NA,NA,c(808705.332358069, 3891169.97450867)
9,2541,40420,0,NA,2018,above,shrub,243.4349976,3.1996,749,9.50E-06,0.0157241,0.232182,382051,7842,261881.5015,3889081.45,-119.612882,35.116454,f,26.85,94,intact,196,2,c(808702.874417459, 3891209.99539073)
26,29371,41748,0,NA,2018,below,open,278.1300049,2.5304899,750,0.0002081,0.0585077,0.19663,381231,4990,261881.5015,3889161.45,-119.612905,35.117174,m,37.34,105,intact,210,26,c(808698.057260056, 3891289.81833436)
22,3352,43076,0,NA,2018,above,shrub,225,2.0248699,749,3.23E-05,0.012851,0.237169,382132,7066,261881.5015,3889241.45,-119.612928,35.117895,f,28.94,97,intact,190,27,c(808693.236312936, 3891369.75224776)
c,3895,44736,0,NA,2016,above,shrub,306.8699951,3.5763299,752,0,0.0228035,0.260354,379767,4243,261881.5015,3889341.45,-119.612956,35.118796,m,42.5,107,NA,NA,NA,c(808687.279437299, 3891469.64423417)
i,38951,44736,0,NA,2016,below,open,306.8699951,3.5763299,752,0,0.0228035,0.260354,379767,4243,261881.5015,3889341.45,-119.612956,35.118796,f,23.5,93,NA,NA,NA,c(808687.279437299, 3891469.64423417)
a,1124,35439,0,NA,2016,above,shrub,135,0.506415,736,0.0012718,0.002241,0.236607,381280,9125,261861.5015,3888781.45,-119.613015,35.113747,m,24.5,95,NA,NA,NA,c(808700.973999946, 3890909.20208054)
130,1306,36103,0,NA,2018,above,shrub,153.4349976,3.1996,737,0.0010676,0.0001619,0.253422,382105,2793,261861.5015,3888821.45,-119.613026,35.114107,m,24.83,101,intact,210,30,c(808698.611122802, 3890949.1150928)
x,5508,49384,0,NA,2016,below,shrub,216.8699951,3.5763299,763,0,0.0457538,0.210814,382942,7528,261881.5015,3889621.45,-119.613037,35.121318,f,33.5,99,NA,NA,NA,c(808670.366057463, 3891749.24499849)
ac,1586,37099,0,NA,2016,above,shrub,180,2.8624101,741,1.45E-05,0,0.258311,382569,5909,261861.5015,3888881.45,-119.613043,35.114647,f,25,96,NA,NA,NA,c(808695.021211603, 3891008.98306172)
n,197711,38427,0,NA,2016,below,open,191.3099976,1.82533,742,0,0.0048158,0.252952,382062,4796,261861.5015,3888961.45,-119.613066,35.115368,f,29,97,NA,NA,NA,c(808690.200482461, 3891088.91695468)
o,207411,38759,0,NA,2016,below,open,201.8009949,3.8510301,743,0,0.0163043,0.248967,382737,8391,261861.5015,3888981.45,-119.613072,35.115548,m,39.5,106,NA,NA,NA,c(808688.973448372, 3891108.87191168)
j,2157,39091,0,NA,2016,above,shrub,218.6600037,4.5761399,745,0,0.0161728,0.243517,382624,8813,261861.5015,3889001.45,-119.613078,35.115728,f,23,92,NA,NA,NA,c(808687.746413651, 3891128.82686901)
93,22491,39423,0,NA,2018,below,open,251.5650024,4.5202298,746,0,0.0116252,0.238276,381485,6070,261861.5015,3889021.45,-119.613084,35.115908,m,38.95,112,regen,165,19,c(808686.519378298, 3891148.78182668)
22,2540,40419,0,NA,2018,above,shrub,216.8699951,3.5763299,748,2.26E-05,0.0115249,0.225977,382659,4134,261861.5015,3889081.45,-119.613101,35.116449,f,28.94,97,intact,190,27,c(808682.925667217, 3891208.76077006)
9,2835,41415,0,NA,2018,above,shrub,315,1.51893,750,0.0002281,0.035077,0.202402,380965,3022,261861.5015,3889141.45,-119.613118,35.116989,f,26.85,94,intact,196,2,c(808679.335726873, 3891268.62875213)
13,33511,43075,0,NA,2018,below,open,191.3099976,1.82533,749,5.26E-05,0.0145438,0.239747,382386,724,261861.5015,3889241.45,-119.613147,35.11789,m,36.69,113,intact,205,24,c(808673.28791668, 3891368.517624)
620,3560,43739,0,NA,2017,above,shrub,191.3099976,1.82533,751,0,0.0134288,0.254421,382563,3824,261861.5015,3889281.45,-119.613158,35.118251,m,30,92,tail whole,NA,NA,c(808670.921225573, 3891408.54161614)
b,3663,44071,0,NA,2016,above,shrub,206.5650024,1.60105,751,0,0.0081015,0.258233,382349,4154,261861.5015,3889301.45,-119.613164,35.118431,f,27,102,NA,NA,NA,c(808669.694180537, 3891428.49657852)
99,3776,44403,0,NA,2018,above,shrub,270,0.71616,752,0,0.0447952,0.260703,381668,693,261861.5015,3889321.45,-119.61317,35.118611,f,22.79,92,intact,178,3,c(808668.46713487, 3891448.45154124)
100,4141,45399,0,NA,2018,above,shrub,278.1300049,2.5304899,750,0,0.0330389,0.247751,380984,7433,261861.5015,3889381.45,-119.613187,35.119151,f,NA,98,tipped regen,173,1,c(808664.877167485, 3891508.31953544)
200,41411,45399,0,NA,2018,below,open,278.1300049,2.5304899,750,0,0.0330389,0.247751,380984,7433,261861.5015,3889381.45,-119.613187,35.119151,m,32.86,103,intact,213,10,c(808664.877167485, 3891508.31953544)
7,4386,46063,0,NA,2018,above,shrub,251.5650024,4.5202298,750,0,0,0.230826,381393,7256,261861.5015,3889421.45,-119.613199,35.119512,NA,NA,NA,NA,NA,NA,c(808662.419292222, 3891548.34042829)
u,43861,46063,0,NA,2016,below,open,251.5650024,4.5202298,750,0,0,0.230826,381393,7256,261861.5015,3889421.45,-119.613199,35.119512,m,26,82,NA,NA,NA,c(808662.419292222, 3891548.34042829)
k,4619,46727,0,NA,2016,above,shrub,232.5950012,7.6184301,752,0,0,0.22724,381503,8902,261861.5015,3889461.45,-119.61321,35.119872,m,29,104,NA,NA,NA,c(808660.056364852, 3891588.25346213)
i,4946,47723,0,NA,2016,above,shrub,244.654007,7.4857101,757,0,0.0001799,0.22687,381050,266,261861.5015,3889521.45,-119.613228,35.120412,f,23.5,93,NA,NA,NA,c(808656.375209555, 3891648.11835937)
l,182,35106,1,834,2016,above,open,251.5650024,1.13226,736,0.0016974,0.002177,0.230058,381358,1498,261841.5015,3888761.45,-119.613228,35.113562,uk,NA,NA,NA,NA,NA,c(808682.251568005, 3890888.01255663)
439,240,35438,0,1164,2017,above,open,168.6900024,1.82533,736,0.0021413,0.0036886,0.236598,381947,4571,261841.5015,3888781.45,-119.613234,35.113742,f,32,89,tail tipped?,NA,NA,c(808681.024585066, 3890907.96750993)
l,24010,35438,1,1164,2016,above,open,168.6900024,1.82533,736,0.0021413,0.0036886,0.236598,381947,4571,261841.5015,3888781.45,-119.613234,35.113742,uk,NA,NA,NA,NA,NA,c(808681.024585066, 3890907.96750993)
20,5168,48387,0,NA,2018,below,shrub,239.0359955,6.2393899,759,0,0.0001065,0.219934,381917,4177,261861.5015,3889561.45,-119.613239,35.120773,f,33.69,108,intact,192,11,c(808654.008496545, 3891688.14236099)
d,51681,48387,0,NA,2016,below,open,239.0359955,6.2393899,759,0,0.0001065,0.219934,381917,4177,261861.5015,3889561.45,-119.613239,35.120773,m,24,89,NA,NA,NA,c(808654.008496545, 3891688.14236099)
919,1780,37762,0,NA,2017,above,shrub,90,1.4321001,743,0,0.0050879,0.256989,381305,176,261841.5015,3888921.45,-119.613274,35.115003,m,43,101,tail whole,NA,NA,c(808672.614265561, 3891047.76936432)
g,1734,41746,1,836,2016,below,open,348.6900024,1.82533,749,0.0002809,0.0854815,0.201031,380297,9030,261841.5015,3889161.45,-119.613343,35.117165,m,NA,NA,NA,NA,NA,c(808658.156334931, 3891287.46009849)
g,1733,41746,1,835,2016,below,open,348.6900024,1.82533,749,0.0002809,0.0854815,0.201031,380297,9030,261841.5015,3889161.45,-119.613343,35.117165,m,NA,NA,NA,NA,NA,c(808658.156334931, 3891287.46009849)
g,1735,41746,1,1163,2016,above,open,348.6900024,1.82533,749,0.0002809,0.0854815,0.201031,380297,9030,261841.5015,3889161.45,-119.613343,35.117165,m,NA,NA,NA,NA,NA,c(808658.156334931, 3891287.46009849)
960,3039,42078,0,NA,2017,above,shrub,315,2.0248699,748,0.0002607,0.0516274,0.217518,380417,9237,261841.5015,3889181.45,-119.613349,35.117345,m,46.5,110,tail tipped,NA,NA,c(808656.929338317, 3891307.41505852)
12,3143,42410,0,NA,2018,above,shrub,270,2.1475899,748,0.0002109,0.056233,0.234133,381331,1300,261841.5015,3889201.45,-119.613355,35.117525,m,22.65,93,intact,196,15,c(808655.702341072, 3891327.37001888)
39,32501,42742,0,NA,2018,below,open,225,2.0248699,748,0.0001366,0.0316938,0.234844,382142,421,261841.5015,3889221.45,-119.61336,35.117705,f,32.24,102,dropped,196,28,c(808654.566518215, 3891347.32808339)
25,3350,43074,0,NA,2018,above,shrub,188.1300049,2.5304899,749,5.77E-05,0.0055582,0.241845,382694,5098,261841.5015,3889241.45,-119.613366,35.117885,m,35.5,105,intact,195,20,c(808653.339519504, 3891367.28304443)
64,4016,45066,0,NA,2018,above,shrub,324.4620056,3.0775199,750,0,0.0325817,0.261687,379517,5539,261841.5015,3889361.45,-119.613401,35.118966,m,32.48,104,intact,190,8,c(808646.064910024, 3891487.1268859)
901,4140,45398,0,NA,2017,above,shrub,293.1990051,2.7251401,749,0,0.0691022,0.253462,380449,1575,261841.5015,3889381.45,-119.613407,35.119147,f,23.5,88,tail whole,NA,NA,c(808644.834129108, 3891507.19281366)
960,4385,46062,0,NA,2017,above,shrub,255.9640045,2.95035,749,0,0,0.234652,381494,5440,261841.5015,3889421.45,-119.613418,35.119507,m,46.5,110,tail tipped,NA,NA,c(808642.47129351, 3891547.10584529)
i,4505,46394,0,NA,2016,above,shrub,225,4.0446901,749,0,0,0.232325,382257,7313,261841.5015,3889441.45,-119.613424,35.119687,f,23.5,93,NA,NA,NA,c(808641.244288061, 3891567.06080969)
e,4945,47722,0,NA,2016,above,shrub,233.7460022,6.6312499,754,0,0.0003244,0.230993,381832,5646,261841.5015,3889521.45,-119.613447,35.120408,m,24.5,93,NA,NA,NA,c(808636.423654298, 3891646.99473888)
l,181,35105,1,828,2016,above,open,210.9640045,2.0871301,735,0.00232,0.0092512,0.233987,381895,4596,261821.5015,3888761.45,-119.613447,35.113557,uk,NA,NA,NA,NA,NA,c(808662.302107992, 3890886.77803055)
30,235,35437,0,829,2018,below,open,168.6900024,3.64697,736,0.0029083,0.0099024,0.239881,382383,6020,261821.5015,3888781.45,-119.613453,35.113737,m,33.79,103,intact,212,7,c(808661.075169268, 3890906.73298352)
l,23511,35437,1,829,2016,below,open,168.6900024,3.64697,736,0.0029083,0.0099024,0.239881,382383,6020,261821.5015,3888781.45,-119.613453,35.113737,uk,NA,NA,NA,NA,NA,c(808661.075169268, 3890906.73298352)
l,238,35437,1,832,2016,above,shrub,168.6900024,3.64697,736,0.0029083,0.0099024,0.239881,382383,6020,261821.5015,3888781.45,-119.613453,35.113737,uk,NA,NA,NA,NA,NA,c(808661.075169268, 3890906.73298352)
l,236,35437,1,830,2016,above,shrub,168.6900024,3.64697,736,0.0029083,0.0099024,0.239881,382383,6020,261821.5015,3888781.45,-119.613453,35.113737,uk,NA,NA,NA,NA,NA,c(808661.075169268, 3890906.73298352)
l,237,35437,1,831,2016,below,open,168.6900024,3.64697,736,0.0029083,0.0099024,0.239881,382383,6020,261821.5015,3888781.45,-119.613453,35.113737,uk,NA,NA,NA,NA,NA,c(808661.075169268, 3890906.73298352)
l,239,35437,1,833,2016,above,shrub,168.6900024,3.64697,736,0.0029083,0.0099024,0.239881,382383,6020,261821.5015,3888781.45,-119.613453,35.113737,uk,NA,NA,NA,NA,NA,c(808661.075169268, 3890906.73298352)
99,5167,48386,0,NA,2018,below,shrub,219.2890015,5.07621,757,0,0.0006785,0.220556,382801,5355,261841.5015,3889561.45,-119.613458,35.120768,f,22.79,92,intact,178,3,c(808634.060807623, 3891686.90777523)
l,310,35769,1,827,2016,below,open,158.1990051,3.8510301,738,0.0030684,0.0040919,0.246617,382495,78,261821.5015,3888801.45,-119.613459,35.113917,uk,NA,NA,NA,NA,NA,c(808659.848229911, 3890926.68793682)
